"","duration","gross","genres","movie_title","num_voted_users","plot_keywords","movie_imdb_link","language","country","budget","title_year","imdb_score"
"685",131,43532294,"Drama|Sport","We Are Marshall ",46951,"coach|football|football team|marshall university|university","http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2006,7.1
"687",100,17218080,"Action|Adventure|Comedy","Hudson Hawk ",43376,"blackmail|burglar|critically bashed|leonardo da vinci|prison","http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1","English","USA",7e+07,1991,5.7
"688",105,10014234,"Comedy|Crime","Lucky Numbers ",8560,"celebrity|lottery|murder|snowmobile|weatherman","http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1","English","France",6.5e+07,2000,5
"689",92,19059018,"Action|Fantasy|Sci-Fi|Thriller","I, Frankenstein ",65709,"army|creature|demon|frankenstein|gargoyle","http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1","English","Australia",6.5e+07,2014,5.1
"690",130,1987287,"Crime|Drama","Oliver Twist ",25474,"boy|character name in title|orphan|pickpocket|workhouse","http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1","English","UK",5e+07,2005,6.9
"691",100,24407944,"Action|Crime|Fantasy|Thriller","Elektra ",71202,"assassin|battle|heroine|martial arts|spin off","http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1","English","Canada",4.3e+07,2005,4.8
"692",102,13750556,"Action|Crime|Thriller","Sin City: A Dame to Kill For ",111102,"box office flop|female frontal nudity|female rear nudity|jackpot|rescue","http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2014,6.5
"693",133,31054924,"Drama|Mystery|Romance","Random Hearts ",17025,"death|plane crash|police|police sergeant|politician","http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1","English","USA",6.4e+07,1999,5.1
"694",121,43247140,"Adventure|Biography|Drama|History|Sport|Thriller","Everest ",134625,"blizzard|mount everest|mountain|mountain climbing|snow","http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1","English","UK",5.5e+07,2015,7.1
"695",147,2208939,"Crime|Drama|Fantasy","Perfume: The Story of a Murderer ",190490,"18th century|perfume|scent|sense of smell|smell","http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1","English","Germany",5e+07,2006,7.5
"696",94,213079163,"Action|Comedy|Crime","Austin Powers in Goldmember ",162909,"fem bot|prison|seductive fembot|spy|time travel","http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1","English","USA",6.3e+07,2002,6.2
"697",94,19548064,"Action|Animation|Comedy|Family|Sci-Fi","Astro Boy ",25681,"betrayal|futuristic|gladiator|robot|scientist","http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1","English","Hong Kong",6.5e+07,2009,6.3
"698",127,356784000,"Adventure|Sci-Fi|Thriller","Jurassic Park ",613473,"dinosaur|jurassic park|survival|theme park|tyrannosaurus rex","http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1","English","USA",6.3e+07,1993,8.1
"699",212,25052000,"Adventure|Biography|Crime|Drama|Western","Wyatt Earp ",35314,"historically inaccurate|name calling|penis slur|vomiting|wyatt earp","http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1","English","USA",6.3e+07,1994,6.6
"700",141,122012710,"Action|Crime|Drama|Thriller","Clear and Present Danger ",69663,"cia|colombia|colombian drug cartel|drugs|president","http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1","English","USA",6.2e+07,1994,6.9
"701",103,72413,"Action|Adventure|Drama|History","Dragon Blade ",11584,"child fugitive|final battle|martial art|silk road|sword","http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1","Mandarin","China",6.5e+07,2015,6.1
"702",98,58255287,"Comedy|Crime","Littleman ",39471,"diamond|infant|parody|spoof|sports violence","http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1","English","USA",6.4e+07,2006,4.3
"703",116,77086030,"Action|War","U-571 ",65297,"battle|historically inaccurate|submarine movie|u boat|world war two","http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1","English","France",6.2e+07,2000,6.6
"704",114,65000000,"Comedy|Drama|Romance","The American President ",43027,"lobbyist|president|senator|state dinner|widower","http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1","English","USA",6.2e+07,1995,6.8
"705",87,32178777,"Comedy|Romance|Sport","The Love Guru ",43300,"bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs","http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1","English","USA",6.2e+07,2008,3.8
"706",125,15738632,"Action|Comedy|Crime|Thriller","3000 Miles to Graceland ",38076,"casino|elvis impersonator|gun|heist|rascal","http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1","English","USA",4.2e+07,2001,5.9
"707",187,54116191,"Crime|Drama|Mystery|Thriller|Western","The Hateful Eight ",272839,"blizzard|blood vomiting|bounty hunter|murder|shot in the crotch","http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1","English","USA",4.4e+07,2015,7.9
"708",93,118153533,"Comedy|Sport","Blades of Glory ",129995,"competition|fight|ice|jock strap|nintendo game boy advance","http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1","English","USA",6.1e+07,2007,6.3
"709",95,108012170,"Adventure|Animation|Comedy|Family|Fantasy","Hop ",24089,"drummer|easter|easter bunny|piaggio vespa gtv 250|slacker","http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1","English","USA",6.3e+07,2011,5.5
"710",117,210592590,"Action|Drama|Fantasy|War","300",607235,"battle|epic|greece|spartan|warrior","http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2006,7.7
"711",106,279167575,"Comedy|Romance","Meet the Fockers ",211296,"bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title","http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1","English","USA",8e+07,2004,6.3
"712",115,143151473,"Comedy|Drama|Family","Marley & Me ",116681,"box office hit|dog|dog movie|florida|pet name in title","http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1","English","USA",6e+07,2008,7.1
"713",189,136801374,"Crime|Drama|Fantasy|Mystery","The Green Mile ",782610,"1930s|death row inmate|healing|prison guard|southern u.s.","http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1","English","USA",6e+07,1999,8.5
"715",81,135381507,"Adventure|Animation|Comedy|Family|Sci-Fi","Chicken Little ",63912,"alien invasion|chicken|fish|friend|panic","http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2005,5.8
"716",149,167735396,"Crime|Drama|Mystery|Thriller","Gone Girl ",569841,"based on novel|disappearance|missing person|missing wife|murder suspect","http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1","English","USA",6.1e+07,2014,8.1
"717",119,121468960,"Action|Mystery|Thriller","The Bourne Identity ",407601,"amnesia|assassin|money|political thriller|three word title","http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1","English","USA",6e+07,2002,7.9
"718",130,106635996,"Action|Adventure|Thriller","GoldenEye ",199025,"agent|cossack|official james bond series|russia|russian","http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1","English","UK",5.8e+07,1995,7.2
"719",116,102678089,"Drama|Mystery|Thriller","The General's Daughter ",42705,"army cid|cover up|military|murder|woman in military","http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1","English","USA",9.5e+07,1999,6.3
"720",103,125603360,"Comedy|Drama|Sci-Fi","The Truman Show ",667983,"controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality","http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1","English","USA",6e+07,1998,8.1
"721",99,101217900,"Adventure|Animation|Biography|Drama|Family|Fantasy|Musical","The Prince of Egypt ",91093,"ancient egypt|hebrew|nudity|pharaoh|title directed by female","http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1","English","USA",7e+07,1998,7
"722",92,104148781,"Comedy|Family","Daddy Day Care ",49486,"bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers","http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1","English","USA",6e+07,2003,5.5
"723",109,75573300,"Action|Comedy|Crime|Drama|Thriller","2 Guns ",156898,"close up of breasts|female nudity|fugitive|money|undercover","http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1","English","USA",6.1e+07,2013,6.7
"724",87,93375151,"Action|Comedy|Family|Fantasy","Cats & Dogs ",46031,"cartoon on tv|cat|dog|scientist|secret agent","http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1","English","USA",6e+07,2001,5.2
"725",111,106126012,"Action|Crime|Thriller","The Italian Job ",285623,"gold|heist|revenge|traffic jam|venice italy","http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1","English","USA",6e+07,2003,7
"726",101,93307796,"Comedy|Romance","Two Weeks Notice ",85673,"developer|divorce|lawyer|love|new york city","http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1","English","USA",6e+07,2002,6.1
"727",83,90646554,"Adventure|Animation|Comedy|Family","Antz ",124641,"ant|friend|princess|soldier|worker","http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1","English","USA",1.05e+08,1998,6.6
"728",113,109176215,"Comedy","Couples Retreat ",83506,"couple|island|marriage|tropical|voyeurism","http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1","English","USA",6e+07,2009,5.5
"729",107,82670733,"Action|Drama|Sport","Days of Thunder ",60476,"driver|hot shot|racing|stock car driver|team","http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1","English","USA",6e+07,1990,5.9
"730",94,82569532,"Adventure|Comedy|Family","Cheaper by the Dozen 2 ",42737,"children|competition|rival|second part|vacation","http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1","English","USA",6e+07,2005,5.4
"731",132,81687587,"Action|Sci-Fi|Thriller","The Scorch Trials ",138246,"desert|disease|escape|resistance|virus","http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1","English","USA",6.1e+07,2015,6.4
"732",140,80574010,"Drama|Romance","Eat Pray Love ",63493,"divorce|emotional balance|female protagonist|indonesia|inner peace","http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1","English","USA",6e+07,2010,5.7
"733",125,75764085,"Comedy|Drama|Fantasy|Romance","The Family Man ",85844,"bowling|christmas|parallel universe|salesman|unfaithfulness","http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1","English","USA",6e+07,2000,6.7
"734",111,90356857,"Action|Comedy|Crime|Thriller","RED ",238916,"cia|female assassin|interrogation|office cubicle|spy","http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1","English","USA",5.8e+07,2010,7.1
"735",156,75530832,"Drama|Sport","Any Given Sunday ",97047,"breasts|coach|football|in medias res|vomiting","http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1","English","USA",5.5e+07,1999,6.8
"736",170,75370763,"Drama|Romance|Western","The Horse Whisperer ",32353,"grace|groom|horse|montana|western u.s.","http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1","English","USA",6e+07,1998,6.5
"737",120,100003492,"Crime|Drama|Thriller","Collateral ",293662,"city by night|contract killer|driving at night|los angeles california|taxi","http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1","English","USA",6.5e+07,2004,7.6
"738",100,90341670,"Action|Adventure|Fantasy|Thriller","The Scorpion King ",102129,"desert|king|showdown|sorceress|warrior","http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1","English","USA",6e+07,2002,5.5
"739",115,74540762,"Action|Drama|Thriller","Ladder 49 ",48753,"death of husband|fire|firefighter|funeral|main character dies","http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1","English","USA",5.5e+07,2004,6.5
"740",130,80033643,"Action|Crime|Mystery|Thriller","Jack Reacher ",226570,"coma|mysterious villain|police chase|shooting range|sniper","http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1","English","USA",6e+07,2012,7
"741",105,73648142,"Action|Sci-Fi|Thriller","Deep Blue Sea ",99043,"alzheimer's disease|experiment|human versus shark|research|underwater headquarters","http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1","English","USA",6e+07,1999,5.8
"742",111,71844424,"Documentary|Music","This Is It ",33158,"2000s|box office hit|comeback|rehearsal|year 2009","http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1","English","USA",6e+07,2009,7.3
"743",106,75638743,"Drama|Thriller","Contagion ",180479,"contagion|cure|infection|panic|virus","http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1","English","USA",6e+07,2011,6.6
"744",89,66734992,"Action|Adventure|Comedy|Crime","Kangaroo Jack ",23476,"australia|body paint|kangaroo|mob|money","http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1","English","USA",6e+07,2003,4.4
"745",100,75280058,"Animation|Family|Fantasy","Coraline ",143121,"dream|new home|parallel worlds|scissors|secret door","http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1","English","USA",6e+07,2009,7.7
"746",91,64505912,"Sci-Fi|Thriller","The Happening ",163130,"bee|nature|park|school|teacher","http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1","English","USA",4.8e+07,2008,5
"747",146,77862546,"Action|Crime|Drama|Thriller","Man on Fire ",266310,"bodyguard|journalist|kidnapping|mexico|police corruption","http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1","English","USA",7e+07,2004,7.7
"748",98,61112916,"Comedy|Family|Fantasy","The Shaggy Dog ",14888,"animal as human|dog movie|elevator|human becoming an animal|sheepdog","http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1","English","USA",5e+07,2006,4.4
"749",101,88200225,"Comedy|Crime","Starsky & Hutch ",120795,"cocaine|cop|criminal|partner|police","http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1","English","USA",6e+07,2004,6.1
"750",94,60573641,"Comedy|Family","Jingle All the Way ",68406,"action figure|christmas|hero|karate|toy","http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1","English","USA",6e+07,1996,5.4
"751",132,59035104,"Action|Fantasy|Horror|Sci-Fi","Hellboy ",244566,"assassin|demon|hero|nazi|superhero","http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1","English","USA",6.6e+07,2004,6.8
"752",115,56702901,"Drama","A Civil Action ",23302,"1980s|law firm|lawsuit|lawyer|toxic waste","http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1","English","USA",6e+07,1998,6.5
"753",92,55994557,"Adventure|Animation|Comedy|Family|Fantasy","ParaNorman ",72287,"curse|ghost|outcast|witch|zombie","http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1","English","USA",6e+07,2012,7
"754",124,54910560,"Action|Adventure|Crime|Thriller","The Jackal ",88225,"assassin|fbi|ira|jackal|russian","http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1","English","USA",6e+07,1997,6.3
"755",119,53789313,"Action|Mystery|Sci-Fi|Thriller","Paycheck ",89816,"anti hero|babe scientist|engineer|memory|money","http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1","English","USA",6e+07,2003,6.3
"756",124,51045801,"Drama|Romance","Up Close & Personal ",11370,"journalism|news anchor|newscast|newscaster|tv journalism","http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1","English","USA",6e+07,1996,6.1
"757",93,50818750,"Adventure|Animation|Comedy|Family|Fantasy","The Tale of Despereaux ",31209,"book|darkness|dungeon|princess|rat","http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1","English","UK",6e+07,2008,6.1
"759",98,50189179,"Action|Comedy|Sci-Fi","The Tuxedo ",61966,"chauffeur|hospital|secret agent|spying|tuxedo","http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1","English","USA",6e+07,2002,5.3
"760",92,50024083,"Action|Thriller","Under Siege 2: Dark Territory ",35918,"colorado|niece|satellite|terrorist|train","http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1","English","USA",6e+07,1995,5.4
"761",105,50549107,"Action|Drama|Thriller","Jack Ryan: Shadow Recruit ",99035,"covert analyst|marine|russian|spy|stock market","http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1","English","USA",6e+07,2014,6.2
"762",124,56443482,"Biography|Comedy|Drama","Joy ",75329,"based on real person|female inventor|mop|sales pitch|woman holding a shotgun","http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1","English","USA",6e+07,2015,6.6
"763",99,62401264,"Action|Crime|Drama|Thriller","London Has Fallen ",69484,"british|funeral|good versus evil|mole|sequel","http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1","English","UK",6e+07,2016,5.9
"764",116,47748610,"Action|Horror|Sci-Fi","Alien: Resurrection ",170179,"alien|blood|breeding|clone|scientist","http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1","English","USA",7.5e+07,1997,6.3
"765",124,46975183,"Action|Crime|Drama|Mystery|Thriller","Shooter ",256213,"colonel|ethiopia|marksman|on the run|rangefinder","http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1","English","USA",6.1e+07,2007,7.2
"766",96,50807639,"Adventure|Animation|Comedy|Family|Fantasy","The Boxtrolls ",40883,"chase|puppet animation|red hat|stop motion animation|troll","http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1","English","USA",6e+07,2014,6.8
"767",104,46611204,"Comedy|Drama|Fantasy|Romance","Practical Magic ",55749,"curse|death|island|love|magic","http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1","English","USA",4.8e+07,1998,6.1
"768",100,257756197,"Action|Adventure|Animation|Comedy|Family|Fantasy","The Lego Movie ",246698,"based on toy|dual personality|evil businessman|good cop bad cop|lego","http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1","English","Australia",6e+07,2014,7.8
"769",115,48472213,"Action|Comedy|Crime","Miss Congeniality 2: Armed and Fabulous ",51252,"bodyguard|fbi|fbi agent|female protagonist|undercover","http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1","English","USA",4.5e+07,2005,5
"770",101,43060566,"Action|Adventure|Fantasy|Sci-Fi|Thriller","Reign of Fire ",107859,"castle|dragon|fire breathing dragon|militia|survival","http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1","English","USA",6e+07,2002,6.2
"771",113,45996718,"Action|Crime|Drama|Thriller","Gangster Squad ",173530,"good versus evil|machine gun|mobster|police vigilantism|year 1949","http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1","English","USA",6e+07,2013,6.7
"772",100,43337279,"Adventure|Comedy","Year One ",76770,"abraham|hunter|princess|sodom|tribe","http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1","English","USA",6e+07,2009,4.9
"773",134,37479778,"Biography|Drama|History|Sport","Invictus ",124222,"apartheid|nation|nelson mandela|president|rugby","http://www.imdb.com/title/tt1057500/?ref_=fn_tt_tt_1","English","USA",6e+07,2009,7.4
"775",125,40559930,"Comedy|Crime|Romance|Thriller","Duplicity ",41727,"ceo|dubai|product|rivalry|spy","http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1","English","USA",6e+07,2009,6.2
